Feature ID,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Coordinate System,Feature Type,Feature Type Code,Approval Status,Approval Date,Origin,,,,,
1288,Congreve,Moon,57.61,-0.28,-167.84,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Sir William; British rocket engineer, inventor (1772-1828).",,,,,
1289,Conon,Moon,20.96,21.66,1.95,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Conon of Samos, Greek astronomer (c. 260 B.C.).,,,,
1292,Cook,Moon,45.16,-17.5,48.81,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,James, British explorer (1728-1779).,,,,
1294,Cooper,Moon,51.87,52.68,175.92,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"John Cobb; American jurist, scholar (1887-1967).",,,,,
1296,Copernicus,Moon,96.07,9.62,-20.08,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Nicholas, Polish astronomer (1473-1543).,,,,
1308,Cori,Moon,67.22,-50.48,-152.91,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1979,Gerty Theresa Radnitz, Czech-American physiologist, Nobel laureate (1896-1957).,,,
1313,Coriolis,Moon,78.56,0.56,171.8,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Gaspard-Gustave de, French physicist (1792-1843).,,,,
6811,Corneille,Moon,0,12.3,134.8,"Planetographic, +East, -180 - 180","Crater, craters",AA,Not Approved,-,Pierre, French dramatist (1606-1684).,,,,
1322,Couder,Moon,18.56,-4.9,-92.58,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1985,André, French astronomer (1897-1979).,,,,
1323,Coulomb,Moon,89.72,54.46,-115,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Charles-Augustin de, French physicist (1736-1806).,,,,
1325,Courtney,Moon,1.24,25.14,-30.81,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,English male name.,,,,,
1329,Cremona,Moon,85.12,67.24,-90.86,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,Antonio Luigi Gaudenzio Guiseppe, Italian mathematician (1830-1903).,,,,
1330,Crescent,Moon,1.98,-3,-23.43,"Planetographic, +East, -180 - 180",Landing site name,LF,Approved,1973,"Astronaut-named feature, Apollo 12 site.",,,,,
1333,Crile,Moon,9.3,14.21,45.98,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,George Washington, American doctor (1864-1943).,,,,
1336,Crocco,Moon,67.5,-46.98,150.51,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Gaetano Arturo, Italian aeronautical engineer (1877-1968).,,,,
1337,Crommelin,Moon,93.48,-67.46,-147.95,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Andrew Claude De La Cherois, British astronomer (1865-1939).,,,,
1339,Crookes,Moon,48.25,-10.4,-165.1,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Sir William; British physicist, chemist (1832-1919).",,,,,
1340,Crozier,Moon,22.51,-13.56,50.72,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Francis Rawdon Moira, British explorer (1796-1848).,,,,
1343,Cruger,Moon,45.94,-16.68,-66.96,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Peter, German mathematician (1580-1639).,,,,
1344,Ctesibius,Moon,32.1,0.83,118.75,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,Egyptian physicist (unkn-c. 100 B.C.).,,,,,
1350,Curie,Moon,138.87,-23.05,92.28,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Pierre; French physicist, chemist; Nobel laureate (1859-1906).",,,,,
1352,Curtis,Moon,2.88,14.57,56.79,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1973,Heber Doust, American astronomer (1872-1942).,,,,
1353,Curtius,Moon,99.29,-67.08,4.4,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Curtz, Albert; German astronomer (1600-1671).",,,,,
1354,Cusanus,Moon,60.87,71.82,69.4,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Nikolaus Krebs; German mathematician, philosopher (1401-1464).",,,,,
1356,Cuvier,Moon,77.3,-50.29,9.69,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Georges; French natural scientist, paleontologist (1769-1832).",,,,,
1371,Cyrano,Moon,79.58,-20.37,157.37,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Cyrano De Bergerac Savinien, French writer (1615-1655).,,,,
1372,Cyrillus,Moon,98.09,-13.29,24.07,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Saint Cyril; Egyptian theologian, chronologist (unkn-A.D. 444).",,,,,
1373,Cysatus,Moon,47.77,-66.21,-6.34,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Cysat, Jean-Baptiste; Swiss mathematician, astronomer (1588-1657).",,,,,
14138,D  Brown,Moon,16.12,-41.65,-147.16,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,2006,"David McDowell; American astronaut, Space Shuttle Columbia Mission Specialist (1956-2003).",,,,,
1694,d Alembert,Moon,233.55,51.07,164.89,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Jean-Le-Rond; French mathematician, physicist (1717-1783).",,,,,
1695,D Arrest,Moon,29.67,2.26,14.6,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Heinrich Louis, German astronomer (1822-1875).,,,,
1697,D Arsonval,Moon,30.36,-10.31,124.59,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,Jacques Arsène, French physicist (1851-1940).,,,,
1376,da Vinci,Moon,37.46,9.1,44.95,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Leonardo; Italian artist, inventor, mathematician (1452-1519).",,,,,
1381,Daedalus,Moon,93.61,-5.83,179.4,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Greek mythological character.,,,,,
1385,Dag,Moon,0.36,18.71,5.26,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,Scandinavian male name.,,,,,
1388,Daguerre,Moon,45.79,-11.91,33.61,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Louis-Jacques-Mandé; French artist, chemist, photographer (1789-1851).",,,,,
1389,Dale,Moon,23.41,-9.56,82.93,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,Sir Henry Hallett, British physiologist, Nobel laureate (1875-1968).,,,
1392,Dalton,Moon,60.69,17.07,-84.45,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,"John; British chemist, physicist (1766-1844).",,,,,
1393,Daly,Moon,14.96,5.74,59.5,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1973,Reginald Aldworth, Canadian-born American geologist (1871-1957).,,,,
1396,Damoiseau,Moon,36.66,-4.85,-61.25,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Baron Marie-Charles-Theodor de, French astronomer (1768-1846).,,,,
1400,Daniell,Moon,28.2,35.42,31.16,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"John Frederick; British physicist, chemist, meteorologist (1790-1845).",,,,,
1402,Danjon,Moon,69.3,-11.42,123.9,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Andre, French astronomer (1890-1967).,,,,
1405,Dante,Moon,53.83,25.36,180,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Alighieri, Italian poet (1265-1321).,,,,
6813,Dario,Moon,0,-11.3,90.7,"Planetographic, +East, -180 - 180","Crater, craters",AA,Not Approved,-,Ruben, Nicaraguan author (1867-1916).,,,,
1415,Darney,Moon,14.81,-14.61,-23.57,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Maurice, French astronomer (1882-1958).,,,,
1417,Darwin,Moon,122.18,-19.93,-69.21,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Charles, British natural scientist (1809-1882).,,,,
1421,Das,Moon,35.95,-26.49,-137.05,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Amil Kumar, Indian astronomer (1902-1961).,,,,
1424,Daubree,Moon,14.67,15.73,14.75,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1973,Gabriel-Auguste, French geologist (1814-1896).,,,,
1428,Davisson,Moon,92.46,-37.93,-174.97,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Clinton Joseph, American physicist, Nobel laureate (1881-1958).,,,
1429,Davy,Moon,33.94,-11.85,-8.15,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Humphry, British physicist (1778-1829).,,,,
1430,Dawes,Moon,17.6,17.21,26.34,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,William Rutter, British astronomer (1799-1868).,,,,
1432,Dawson,Moon,44.32,-66.99,-135.05,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Bernhard Hildebrandt, Argentinean astronomer (1890-1960).,,,,
1437,De Forest,Moon,56.26,-76.94,-163.33,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Lee, American inventor (1873-1961).,,,,
1438,de Gasparis,Moon,30.9,-25.83,-50.83,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Annibale, Italian astronomer (1819-1892).,,,,
1439,de Gerlache,Moon,32.71,-88.48,-88.34,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,2000,Adrien, Belgian Antarctic explorer (1866-1934).,,,,
1440,De La Rue,Moon,135.22,59.02,52.84,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Warren, British astronomer (1815-1889).,,,,
1442,De Moraes,Moon,54.41,49.38,143,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1979,Abraao de, Brazilian astronomer (1916-1970).,,,,
1443,De Morgan,Moon,9.68,3.31,14.89,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Augustus, British mathematician (1806-1871).,,,,
1444,De Roy,Moon,43.51,-55.24,-98.99,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Felix, Belgian astronomer (1883-1942).,,,,
1445,De Sitter,Moon,63.79,79.81,38.57,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,Willem, Dutch astronomer (1872-1934).,,,,
1448,De Vico,Moon,22.13,-19.71,-60.32,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Francesco, Italian astronomer (1805-1848).,,,,
1449,De Vries,Moon,57.51,-19.68,-176.78,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Hugo Marie, Dutch botanist (1848-1935).,,,,
1452,Debes,Moon,31.92,29.47,51.62,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Ernst, German cartographer (1840-1923).,,,,
1454,Debus,Moon,19.77,-10.68,99.68,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,2000,Kurt Heinrich, German physicist (1908-1983).,,,,
1455,Debye,Moon,127.03,49.43,-176.03,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Peter Joseph William; Dutch physicist, chemist; Nobel laureate (1884-1966).",,,,,
1456,Dechen,Moon,12.04,46.12,-68.18,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Ernst Heinrich Karl von; German geologist, mineralogist (1800-1889).",,,,,
6814,Defoe,Moon,0,-6,80.5,"Planetographic, +East, -180 - 180","Crater, craters",AA,Not Approved,-,Daniel, British author (c. 1661-1731).,,,,
1467,Delambre,Moon,51.49,-1.94,17.39,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Jean-Baptiste Joseph, French astronomer (1749-1822).,,,,
1468,Delaunay,Moon,44.63,-22.26,2.62,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Charles-Eugène, French astronomer (1816-1872).,,,,
1470,Delia,Moon,1.57,-10.91,-6.13,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1976,Greek female name.,,,,,
1472,Delisle,Moon,24.83,29.98,-34.68,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Joseph Nicolas, French astronomer (1688-1768).,,,,
1473,Dellinger,Moon,82.04,-6.87,140.7,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,John Howard, American physicist (1886-1962).,,,,
1474,Delmotte,Moon,32.16,27.16,60.2,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Gabriel, French astronomer (1876-1950).,,,,
1477,Delporte,Moon,42.5,-15.89,121.55,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Eugène Joseph, Belgian astronomer (1882-1955).,,,,
1480,Deluc,Moon,45.69,-55.02,-2.98,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Jean Andre; Swiss geologist, physicist (1727-1817).",,,,,
1481,Dembowski,Moon,26.11,2.88,7.27,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Baron Ercole, Italian astronomer (1815-1881).,,,,
1483,Democritus,Moon,37.78,62.31,34.99,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Greek astronomer, philosopher (c. 460-360 B.C.).",,,,,
1484,Demonax,Moon,121.93,-78.09,59.36,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Greek philosopher (fl. 2nd century A.D.).,,,,,
1489,Denning,Moon,44.18,-16.26,142.76,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,William Fredrick, British astronomer (1848-1931).,,,,
1497,Desargues,Moon,84.85,70.25,-73.42,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,"Gérard; French mathematician, engineer (1593-1662).",,,,,
1498,Descartes,Moon,47.73,-11.74,15.67,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"René; French mathematician, philosopher (1596-1650).",,,,,
1501,Deseilligny,Moon,6.01,21.13,20.59,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Jules Alfred Pierrot, French selenographer (1868-1918).,,,,
1502,Deslandres,Moon,227.02,-32.55,-5.57,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1948,Henri Alexandre, French astrophysicist (1853-1948).,,,,
1510,Deutsch,Moon,73.33,24.35,110.91,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Armin Joseph, American astronomer (1918-1969).,,,,
1515,Dewar,Moon,46.31,-2.61,165.62,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Sir James, British chemist (1842-1923).,,,,
1524,Diana,Moon,1.55,14.29,35.65,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1979,Latin female name.,,,,,
1529,Diderot,Moon,20,-20.42,121.54,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1979,Denis, French philosopher (1713-1784).,,,,
1542,Dionysius,Moon,17.25,2.77,17.29,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,St. Dionysius the Areopagite, Greek astronomer (fl. 1st century A.D.).,,,,
1543,Diophantus,Moon,17.57,27.62,-34.3,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Greek mathematician (unkn-c. A.D. 300).,,,,,
1545,Dirichlet,Moon,47.24,10.58,-152.05,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Peter Gustav Lejeune, German mathematician (1805-1859).,,,,
1559,Dobrovol skiy,Moon,38.4,-12.83,129.68,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1973,Georgy Timofeyevich, Soviet cosmonaut (1928-1971).,,,,
1562,Doerfel,Moon,68.63,-68.97,-108.53,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1985,Georg Samuel, German astronomer (1643-1688).,,,,
1566,Dollond,Moon,11.04,-10.48,14.41,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,John, British optician (1706-1761).,,,,
1574,Donati,Moon,35.84,-20.69,5.1,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Giovanni Battista, Italian astronomer (1826-1873).,,,,
1575,Donna,Moon,1.84,7.22,38.3,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1979,Italian female name.,,,,,
1577,Donner,Moon,55.05,-31.35,97.99,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Anders Severin, Finnish astronomer (1854-1938).,,,,
1579,Doppelmayer,Moon,65.08,-28.48,-41.51,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,"Johann Gabriel; German mathematician, astronomer (1671-1750).",,,,,
1580,Doppler,Moon,101.79,-12.58,-159.84,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Johann Christian; Austrian physicist, mathematician, astronomer (1803-1853).",,,,,
1585,Dorsa Aldrovandi,Moon,126.81,23.61,28.65,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Ulisse, Italian Earth scientist (1522-1605).,,,,
1586,Dorsa Andrusov,Moon,80.98,-1.56,56.77,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Nikolai Ivanovich, Soviet geologist (1861-1924).,,,,
1587,Dorsa Argand,Moon,91.94,28.29,-40.34,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Émile, Swiss geologist (1879-1940).,,,,
1589,Dorsa Barlow,Moon,112.57,14.04,30.57,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,William, British crystallographer (1845-1934).,,,,
1591,Dorsa Burnet,Moon,194.99,26.18,-56.78,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Thomas, British Earth scientist (1635-1715).,,,,
1592,Dorsa Cato,Moon,128.64,0.21,47.7,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Marcus Porcius, Roman geological engineer (234-149 B.C.).,,,,
1593,Dorsa Dana,Moon,82.31,2.26,89.6,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,James Dwight, American Earth scientist (1813-1895).,,,,
1594,Dorsa Ewing,Moon,261.57,-11.06,-38.31,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,William Maurice, American geophysicist (1906-1974).,,,,
1595,Dorsa Geikie,Moon,218.35,-4.21,52.83,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Sir Archibald, Scottish geologist (1835-1924).,,,,
1596,Dorsa Harker,Moon,213.14,13.79,63.65,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Alfred, British petrologist (1859-1939).,,,,
1597,Dorsa Lister,Moon,180.09,19.76,23.52,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,"Martin; British stratigrapher, zoologist (1639-1712).",,,,,
1598,Dorsa Mawson,Moon,142.71,-7.77,52.48,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1979,Douglas, English-Australian Antarctic explorer (1882-1958).,,,,
1599,Dorsa Rubey,Moon,100.64,-9.88,-42.36,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,William Walden, American geologist (1898-1974).,,,,
1600,Dorsa Smirnov,Moon,221.78,26.41,25.53,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Sergei Sergeevich, Soviet Earth scientist (1895-1947).,,,,
1601,Dorsa Sorby,Moon,76.03,18.65,13.7,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Henry Clifton, British Earth scientist (1826-1908).,,,,
1602,Dorsa Stille,Moon,66.32,26.91,-18.85,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Hans, German Earth scientist (1876-1966).,,,,
1603,Dorsa Tetyaev,Moon,187.53,20.02,64.06,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1979,Mikhail Mikhailovich, Soviet geologist (1882-1956).,,,,
1604,Dorsa Whiston,Moon,138.93,29.77,-56.96,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,"William; British mathematician, astronomer (1667-1752).",,,,,
1605,Dorsum Arduino,Moon,99.73,24.77,-36.27,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Giovanni, Italian Earth scientist (1713-1795).,,,,
1606,Dorsum Azara,Moon,103.2,26.86,19.17,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Felix De, Spanish Earth scientist (1746-1811).,,,,
1607,Dorsum Bucher,Moon,84.65,30.76,-39.55,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Walter Herman, American geologist (1889-1965).,,,,
1608,Dorsum Buckland,Moon,369.13,19.43,14.3,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,William, British Earth scientist (1784-1856).,,,,
1609,Dorsum Cayeux,Moon,95.14,0.76,51.22,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Lucien, French sedimentary petrographer (1864-1944).,,,,
1610,Dorsum Cloos,Moon,103.09,1.15,90.41,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Hans, German Earth scientist (1885-1951).,,,,
1611,Dorsum Cushman,Moon,85.65,1.42,49.19,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Joseph Augustine, American micropaleontologist (1881-1949).,,,,
1612,Dorsum Gast,Moon,64.87,24.38,8.71,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1973,"Paul Werner; American geochemist, geologist (1930-1973).",,,,,
1613,Dorsum Grabau,Moon,123.69,29.76,-14.19,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Amadeus William, American paleontologist (1870-1946).,,,,
1614,Dorsum Guettard,Moon,40.46,-9.92,-18.26,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,"Jean-Etienne; French geologist, mineralogist (1715-1786).",,,,,
1615,Dorsum Heim,Moon,146.79,32.2,-29.83,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Albert, Swiss Earth scientist (1849-1937).,,,,
1616,Dorsum Higazy,Moon,63.1,27.93,-17.47,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Riad Abdel-Megid, Egyptian Earth scientist (1919-1967).,,,,
6817,Dorsum Lambert,Moon,0,25.8,-21,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Dropped,-,Johann Heinrich, German astronomer.,,,,
1617,Dorsum Nicol,Moon,43.74,18.32,22.66,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,William, Scottish physicist (1768-1851).,,,,
1618,Dorsum Niggli,Moon,47.75,29.01,-52.28,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Paul, Swiss Earth scientist (1888-1953).,,,,
1619,Dorsum Oppel,Moon,297.62,19.31,52.09,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Albert, German paleontologist (1831-1865).,,,,
1620,Dorsum Owen,Moon,33.47,25.14,11.09,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,George, British Earth scientist (1552-1613).,,,,
1621,Dorsum Scilla,Moon,107.52,32.34,-60,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Agostino, Italian geologist (1639-1700).,,,,
1622,Dorsum Termier,Moon,89.65,11.63,57.15,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Pierre-Marie, French geologist (1859-1930).,,,,
1623,Dorsum Thera,Moon,7.25,24.4,-31.42,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Greek female name.,,,,,
1624,Dorsum Von Cotta,Moon,183.06,23.6,11.95,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,Carl Bernard, German Earth scientist (1808-1879).,,,,
1625,Dorsum Zirkel,Moon,195.22,29.55,-24.82,"Planetographic, +East, -180 - 180","Dorsum, dorsa",DO,Approved,1976,"Ferdinand; German geologist, mineralogist (1838-1912).",,,,,
15616,Double,Moon,0.01,0.67,23.47,"Planetographic, +East, -180 - 180",Landing site name,LF,Approved,"Jul 26, 2017","Astronaut named crater, Apollo 11 site.",,,,,
1629,Doublet,Moon,0.13,-3.64,-17.48,"Planetographic, +East, -180 - 180",Landing site name,LF,Approved,1973,"Astronaut-named feature, Apollo 14 site.",,,,,
1630,Douglass,Moon,50.95,35.5,-122.72,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Andrew Ellicott, American astronomer (1867-1962).,,,,
1632,Dove,Moon,30.36,-46.83,31.42,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Heinrich Wilhelm, German physicist (1803-1879).,,,,
6818,Doyle,Moon,0,2,84.5,"Planetographic, +East, -180 - 180","Crater, craters",AA,Not Approved,-,Sir Arthur Conan, British novelist (1859-1930).,,,,
1635,Draper,Moon,8.28,17.56,-21.75,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Henry, American astronomer (1837-1882).,,,,
1637,Drebbel,Moon,30.23,-40.93,-49.12,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Cornelius, Dutch inventor (1572-1634).,,,,
1638,Dreyer,Moon,63.84,10.24,97.09,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Johann Ludwig Emil, Danish astronomer (1852-1926).,,,,
1642,Drude,Moon,27.13,-38.56,-91.89,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Paul Karl Ludwig, German physicist (1863-1906).,,,,
1644,Dryden,Moon,54.45,-33.21,-156.15,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,"Hugh Latimer; American physicist, engineer (1898-1965).",,,,,
1645,Drygalski,Moon,162.49,-79.57,-87.18,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,"Erich Dagobert von; German geographer, geophysicist (1865-1949).",,,,,
1655,Dubyago,Moon,48.12,4.38,69.95,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1964,Dmitrij Ivanovich, Russian astronomer (1850-1918), Alexander Dmitrievich, Soviet astronomer (1903-1959).,,
1657,Dufay,Moon,36.11,5.57,169.54,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Jean Claude Barthélemy, French astronomer (1896-1967).,,,,
1658,Dugan,Moon,49.65,64.12,103.11,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Raymond Smith, American astronomer (1878-1940).,,,,
6820,Dumas,Moon,0,-5.3,81.7,"Planetographic, +East, -180 - 180","Crater, craters",AA,Not Approved,-,Alexandre, French novelist (1802-1870).,,,,
1662,Dune,Moon,0.38,26.04,3.66,"Planetographic, +East, -180 - 180",Landing site name,LF,Approved,1973,"Astronaut-named feature, Apollo 15 site.",,,,,
1670,Duner,Moon,65.07,44.68,179.46,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Nils Christofer, Swedish astronomer (1839-1914).,,,,
1668,Dunthorne,Moon,15.12,-30.12,-31.71,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1935,Richard, British astronomer (1711-1775).,,,,
1685,Dyson,Moon,63.14,60.87,-121.71,"Planetographic, +East, -180 - 180","Crater, craters",AA,Approved,1970,Sir Frank Watson, British astronomer (1868-1939).,,,,
